ID,Temperatura,Humedad,Alerta
3546,18.33,41.23,1
3547,27.54,46.81,3
3548,22.12,74.03,1
3549,20.89,64.51,1
3550,34.65,42.39,2
3551,18.11,92.94,3
3552,17.34,93.30,1
3553,16.94,93.24,2
3554,15.07,83.95,3
3555,34.56,83.12,3
3556,20.48,53.92,3
3557,17.24,63.91,3
3558,31.58,64.83,2
3559,33.76,51.02,1
3560,24.35,77.06,3
3561,15.46,80.89,2
3562,21.77,92.85,2
3563,21.07,55.60,2
3564,18.28,53.68,1
3565,24.35,83.90,2
3566,20.56,40.59,1
3567,24.96,76.87,1
3568,29.93,94.95,3
3569,17.44,40.92,2
3570,27.01,47.53,2
3571,26.66,93.85,3
3572,23.17,57.31,2
3573,31.87,70.48,2
3574,19.42,59.52,1
3575,19.62,77.53,1
3576,25.70,82.42,3
3577,26.83,41.51,1
3578,28.29,49.36,2
3579,18.68,84.57,1
3580,18.44,77.75,2
3581,25.18,56.67,1
3582,15.40,64.96,2
3583,33.44,94.62,3
3584,18.12,91.52,1
3585,20.93,70.68,2
3586,20.85,78.75,2
3587,27.91,57.22,1
3588,23.53,87.08,2
3589,33.47,72.86,3
3590,31.16,66.41,3
3591,30.55,59.61,1
3592,28.46,62.66,2
3593,15.51,51.75,1
3594,20.15,69.21,2
3595,18.91,51.42,1
3596,26.19,71.48,2
3597,33.17,53.17,2
3598,34.18,94.55,3
3599,25.87,40.70,1
3600,22.41,77.92,1
3601,16.11,72.80,3
3602,33.39,45.81,2
3603,25.61,65.19,1
3604,19.54,67.11,3
3605,23.55,54.61,3
3606,21.85,70.78,3
3607,21.41,48.77,3
3608,31.78,72.82,1
3609,34.33,76.27,3
3610,25.46,90.93,3
3611,28.29,52.39,1
3612,33.49,55.08,3
3613,25.89,64.35,2
3614,31.28,75.80,1
3615,15.28,48.69,1
3616,22.51,81.86,1
3617,34.43,43.31,3
3618,31.65,44.98,2
3619,21.69,41.52,2
3620,21.80,85.21,1
3621,18.20,86.02,1
3622,22.39,53.17,1
3623,33.47,68.45,2
3624,19.79,64.16,1
3625,18.21,42.74,2
3626,32.51,45.01,2
3627,33.35,59.98,2
3628,22.20,70.26,3
3629,30.54,45.06,3
3630,18.26,40.90,3
3631,34.96,87.19,2
3632,33.80,66.79,3
3633,24.72,62.47,1
3634,34.93,58.77,3
3635,28.46,85.22,3
3636,29.28,78.15,1
3637,16.15,46.07,2
3638,29.04,74.16,1
3639,21.99,46.09,3
3640,23.89,47.81,3
3641,21.13,77.72,1
3642,17.50,58.24,2
3643,21.24,72.26,2
3644,24.18,88.46,2
3645,28.84,74.57,2
3646,28.62,83.35,3
3647,24.01,58.83,3
3648,19.05,71.74,1
3649,22.09,74.29,1
3650,24.01,42.58,2
3651,21.03,40.23,3
3652,22.82,82.32,2
3653,30.31,57.29,3
3654,33.00,40.97,3
3655,30.96,50.11,3
3656,15.39,53.29,1
3657,28.38,87.19,1
3658,25.35,94.52,2
3659,30.40,52.61,3
3660,21.28,66.90,1
3661,16.78,67.46,2
3662,33.59,71.81,3
3663,24.32,79.19,2
3664,32.07,47.72,3
3665,16.74,48.68,1
3666,17.44,62.99,2
3667,17.63,55.76,3
3668,20.01,85.97,3
3669,19.19,85.84,3
3670,32.85,65.23,1
3671,21.89,63.03,1
3672,29.28,48.30,2
3673,32.59,60.26,1
3674,17.86,54.69,3
3675,17.10,77.27,1
3676,22.30,50.15,1
3677,23.76,81.28,2
3678,25.33,78.71,2
3679,15.81,52.05,1
3680,25.52,72.82,3
3681,18.67,75.20,2
3682,20.73,87.31,1
3683,19.72,52.72,1
3684,23.64,40.31,2
3685,32.58,56.59,3
3686,20.89,87.40,1
3687,32.98,85.57,2
3688,19.64,44.20,2
3689,15.34,53.21,3
3690,34.71,80.50,1
3691,33.99,63.50,3
3692,19.53,87.70,1
3693,26.06,82.64,2
3694,17.89,53.00,2
3695,24.81,56.98,1
3696,26.93,78.68,1
3697,26.39,56.04,3
3698,17.45,68.85,1
3699,29.50,87.50,2
3700,31.84,76.69,3
3701,29.96,90.14,3
3702,28.29,78.35,2
3703,32.83,55.02,1
3704,25.74,88.74,2
3705,24.83,68.02,2
3706,30.19,41.00,3
3707,34.25,52.66,1
3708,33.16,57.40,2
3709,34.87,90.16,2
3710,32.79,82.83,1
3711,32.46,54.08,2
3712,17.04,42.53,1
3713,17.85,94.34,1
3714,30.25,50.53,2
3715,29.20,76.26,3
3716,27.64,55.00,3
3717,16.89,66.29,3
3718,34.15,92.10,2
3719,25.10,94.91,3
3720,27.16,45.73,1
3721,34.95,66.66,3
3722,22.00,92.61,1
3723,28.29,53.39,1
3724,34.99,50.95,1
3725,30.81,59.29,3
3726,26.20,67.27,2
3727,16.80,67.78,1
3728,29.70,84.27,1
3729,25.57,87.57,2
3730,33.39,81.23,1
3731,34.23,56.32,3
3732,31.04,65.81,3
3733,26.26,42.91,3
3734,17.97,77.92,1
3735,16.21,79.99,3
3736,17.91,78.49,1
3737,27.73,63.96,3
3738,15.02,51.85,3
3739,19.59,50.59,2
3740,24.32,93.32,3
3741,23.71,89.85,1
3742,21.40,44.55,1
3743,29.67,92.22,2
3744,33.99,51.27,3
3745,16.61,85.03,2
3746,28.75,47.38,2
3747,26.65,71.51,3
3748,30.70,55.18,1
3749,22.69,40.90,1
3750,16.32,82.31,3
3751,16.06,59.58,3
3752,31.34,54.89,2
3753,17.26,94.23,3
3754,22.24,89.25,1
3755,28.66,67.19,3
3756,25.63,91.03,2
3757,32.45,90.30,2
3758,26.67,78.73,1
3759,21.15,93.62,3
3760,23.02,76.85,3
3761,31.15,47.95,3
3762,19.79,75.68,1
3763,16.12,56.47,1
3764,15.26,45.81,3
3765,19.94,61.66,2
3766,25.66,70.34,2
3767,25.47,41.91,1
3768,34.19,44.17,1
3769,28.57,40.24,1
3770,30.11,68.34,1
3771,18.22,65.12,2
3772,25.80,79.32,3
3773,16.00,52.03,3
3774,27.96,81.69,3
3775,25.81,74.70,1
3776,26.96,86.96,3
3777,30.27,49.97,2
3778,17.20,78.40,1
3779,24.94,40.79,3
3780,32.11,69.28,1
3781,17.13,42.45,2
3782,29.22,47.44,1
3783,32.51,69.92,1
3784,29.08,47.05,1
3785,28.14,83.49,3
3786,31.58,84.91,1
3787,25.55,51.50,1
3788,15.20,59.31,2
3789,34.50,71.98,2
3790,28.20,79.56,2
3791,25.09,74.51,3
3792,18.18,67.83,2
3793,24.75,81.52,1
3794,24.42,86.08,1
3795,17.74,86.11,3
3796,23.08,86.30,2
3797,26.09,94.43,2
3798,17.78,57.89,3
3799,22.24,43.96,2
3800,22.00,56.08,3
3801,17.28,92.11,3
3802,16.38,77.67,2
3803,28.44,54.11,3
3804,29.33,67.75,3
3805,27.16,65.48,3
3806,30.85,46.76,2
3807,24.19,63.08,1
3808,29.30,53.35,1
3809,24.50,46.08,3
3810,25.33,47.86,3
3811,17.01,43.15,1
3812,17.25,92.57,2
3813,15.77,67.08,3
3814,24.84,52.75,2
3815,24.51,42.15,2
3816,18.07,48.40,1
3817,33.52,54.54,1
3818,25.13,63.74,1
3819,17.37,51.96,2
3820,18.83,91.92,1
3821,22.41,63.16,1
3822,22.58,78.26,3
3823,25.18,47.83,2
3824,18.50,91.14,1
3825,26.96,88.98,3
3826,27.09,54.32,2
3827,30.52,41.11,2
3828,34.91,85.05,1
3829,16.38,59.85,2
3830,26.47,68.76,1
3831,34.28,50.01,1
3832,17.82,51.58,1
3833,17.64,66.67,3
3834,21.97,85.30,1
3835,33.90,48.03,2
3836,34.12,50.64,3
3837,17.80,52.71,2
3838,17.45,70.70,1
3839,20.48,63.96,1
3840,34.69,61.28,3
3841,30.24,61.90,2
3842,30.10,86.62,1
3843,33.70,44.51,1
3844,21.32,89.07,1
3845,24.72,56.83,1
3846,28.66,89.92,2
3847,31.00,60.14,2
3848,34.05,72.21,2
3849,33.79,44.24,1
3850,20.74,44.73,3
3851,17.55,52.67,3
3852,28.48,61.05,2
3853,21.14,83.58,1
3854,26.89,67.67,3
3855,32.23,68.17,1
3856,24.31,78.31,2
3857,26.81,44.93,2
3858,16.97,91.70,2
3859,32.45,53.22,3
3860,24.88,52.12,2
3861,32.77,53.36,1
3862,23.24,81.98,1
3863,25.05,68.27,3
3864,31.60,83.55,2
3865,27.37,56.20,2
3866,19.05,70.23,2
3867,21.55,76.28,2
3868,29.72,69.14,3
3869,24.58,48.31,2
3870,17.07,44.10,3
3871,23.32,78.05,1
3872,21.28,57.29,2
3873,25.98,50.09,1
3874,34.35,64.38,3
3875,17.14,46.34,2
3876,24.93,84.76,3
3877,31.60,89.97,3
3878,20.68,67.81,3
3879,32.65,71.23,3
3880,33.62,45.12,2
3881,28.56,57.79,2
3882,31.41,63.77,1
3883,25.55,70.61,3
3884,32.64,94.76,2
3885,25.88,69.04,3
3886,33.39,78.67,1
3887,31.55,76.84,3
3888,34.44,52.92,1
3889,33.55,80.75,2
3890,32.72,50.55,2
3891,29.60,40.71,3
3892,29.81,48.15,2
3893,26.49,88.63,1
3894,31.79,91.63,3
3895,32.20,76.72,3
3896,27.80,43.36,2
3897,29.95,86.96,3
3898,30.95,65.89,3
3899,26.78,75.44,1
3900,24.43,47.24,1
3901,23.52,46.48,3
3902,29.11,47.59,2
3903,18.98,55.17,3
3904,25.11,42.42,2
3905,21.96,72.19,1
3906,27.79,65.96,2
3907,17.54,91.04,2
3908,22.19,42.00,3
3909,33.66,61.50,2
3910,27.23,64.13,3
3911,29.29,46.24,3
3912,23.13,79.55,3
3913,28.39,78.92,2
3914,26.36,45.44,1
3915,31.58,82.18,3
3916,22.06,81.36,1
3917,19.25,81.02,2
3918,20.05,66.89,2
3919,27.85,82.85,3
3920,19.65,51.87,3
3921,24.04,42.60,3
3922,17.39,73.25,3
3923,24.16,61.61,3
3924,23.47,87.68,1
3925,22.80,47.24,1
3926,18.10,50.58,1
3927,30.35,70.83,1
3928,29.74,61.43,3
3929,32.76,77.90,3
3930,16.99,74.30,3
3931,33.83,66.18,1
3932,19.50,89.87,3
3933,27.46,54.05,2
3934,29.88,86.15,1
3935,27.46,50.80,1
3936,28.03,51.43,3
3937,18.04,46.61,2
3938,21.48,54.07,3
3939,31.27,56.33,1
3940,30.86,45.61,3
3941,27.71,57.73,3
3942,26.58,58.74,1
3943,27.61,80.20,1
3944,19.23,49.65,3
3945,34.51,83.96,2
3946,24.24,48.98,1
3947,29.19,81.03,2
3948,28.05,41.20,2
3949,31.70,83.03,3
3950,27.43,69.65,2
3951,18.30,63.53,2
3952,34.30,72.52,2
3953,27.44,76.87,3
3954,33.13,86.86,2
3955,25.10,68.95,1
3956,32.86,72.63,3
3957,30.37,60.03,1
3958,27.60,73.77,3
3959,26.37,82.55,2
3960,34.26,94.72,2
3961,15.12,59.49,2
3962,29.42,89.42,1
3963,18.71,46.32,2
3964,34.02,72.46,2
3965,19.54,46.67,3
3966,25.12,53.81,3
3967,30.72,68.58,3
3968,19.99,61.88,2
3969,22.43,66.06,1
3970,18.87,42.49,2
3971,29.28,53.39,1
3972,22.13,50.00,3
3973,25.97,55.80,2
3974,21.13,48.56,3
3975,29.61,56.28,3
3976,22.31,79.66,1
3977,27.87,73.60,1
3978,32.04,59.41,3
3979,26.15,50.39,3
3980,25.25,89.42,1
3981,21.67,50.73,2
3982,20.59,92.75,3
3983,28.29,90.85,2
3984,29.70,87.24,1
3985,26.35,86.38,3
3986,28.46,59.46,2
3987,20.95,59.59,3
3988,28.12,52.66,2
3989,34.06,51.66,2
3990,24.12,82.01,1
3991,21.63,41.60,3
3992,32.96,65.12,1
3993,20.70,74.02,3
3994,20.93,48.22,3
3995,33.88,87.88,3
3996,19.87,42.27,2
3997,15.04,62.61,1
3998,22.50,46.40,1
3999,18.73,67.96,3
4000,33.26,60.35,1
4001,34.23,69.43,3
4002,19.56,50.85,1
4003,34.04,46.77,2
4004,18.83,77.79,1
4005,33.82,89.17,3
4006,28.39,45.52,3
4007,32.68,63.89,2
4008,15.16,45.29,1
4009,23.27,52.65,3
4010,30.79,87.42,3
4011,17.00,66.88,3
4012,24.85,81.08,3
4013,15.52,55.96,1
4014,32.65,50.06,3
4015,30.87,68.97,3
4016,19.38,87.37,2
4017,15.72,63.62,2
4018,23.60,59.92,2
4019,27.95,86.52,2
4020,17.97,84.42,2
4021,18.77,73.83,1
4022,22.83,83.98,2
4023,32.48,57.04,2
4024,18.66,83.34,1
4025,30.62,60.58,3
4026,27.40,74.36,1
4027,29.27,57.86,1
4028,32.04,60.30,3
4029,27.85,69.62,2
4030,23.00,66.42,2
4031,33.44,42.37,1
4032,34.67,59.82,2
4033,17.35,88.22,1
4034,17.26,89.18,2
4035,17.81,49.00,2
4036,21.31,82.32,3
4037,25.37,62.96,2
4038,20.13,94.49,1
4039,33.76,84.35,3
4040,33.93,87.95,1
4041,29.76,50.98,1
4042,22.12,93.21,2
4043,24.23,81.77,2
4044,19.72,71.72,3
4045,29.78,91.81,2
4046,24.30,56.36,2
4047,30.06,70.07,2
4048,26.40,88.93,3
4049,18.31,76.23,3
4050,17.94,88.66,1
4051,27.70,79.56,2
4052,22.12,59.00,2
4053,18.33,84.54,2
4054,33.42,81.17,3
4055,15.90,86.93,2
4056,32.69,93.15,3
4057,30.06,81.56,2
4058,29.70,75.90,2
4059,31.92,84.12,3
4060,23.03,49.54,2
4061,33.42,54.02,1
4062,29.03,60.54,1
4063,27.02,94.41,2
4064,19.36,88.82,1
4065,16.60,53.08,3
4066,20.11,72.27,2
4067,25.74,93.95,1
4068,15.44,71.74,1
4069,32.55,40.53,3
4070,30.71,60.50,2
4071,22.53,44.52,1
4072,25.53,69.22,3
4073,32.16,93.31,2
4074,25.75,47.88,1
4075,26.28,70.81,3
4076,33.85,55.90,2
4077,28.17,83.03,3
4078,23.74,90.56,3
4079,16.04,75.25,2
4080,18.35,45.40,2
4081,29.64,46.75,2
4082,28.42,66.16,3
4083,26.32,55.62,1
4084,32.23,93.83,1
4085,32.89,44.43,1
4086,24.80,45.06,1
4087,29.46,76.30,2
4088,21.08,89.18,3
4089,25.86,54.20,1
4090,30.92,65.44,3
4091,22.46,44.05,3
4092,19.11,85.41,1
4093,31.13,41.22,1
4094,15.51,57.06,3
4095,20.28,42.53,1
4096,21.15,75.78,2
4097,30.82,94.34,2
4098,30.22,51.46,2
4099,15.81,43.36,3
4100,22.49,57.17,1
4101,19.30,53.69,3
4102,17.48,67.85,2
4103,15.63,55.75,3
4104,16.07,73.43,1
4105,33.37,81.63,3
4106,21.49,74.07,1
4107,29.67,45.43,1
4108,24.02,90.33,3
4109,28.79,89.48,2
4110,27.52,91.66,2
4111,32.86,50.17,3
4112,22.75,56.31,3
4113,19.66,45.75,1
4114,18.82,82.56,3
4115,28.85,45.85,1
4116,19.26,55.28,1
4117,16.78,61.77,1
4118,25.10,89.36,2
4119,27.67,65.33,3
4120,25.92,60.04,2
4121,26.66,73.59,1
4122,32.75,73.64,1
4123,29.80,92.90,3
4124,34.41,72.38,1
4125,28.68,56.15,1
4126,23.69,63.79,2
4127,26.90,52.62,1
4128,34.79,88.11,1
4129,16.05,78.70,3
4130,33.56,94.38,2
4131,23.78,82.57,3
4132,30.51,48.22,1
4133,28.00,67.64,3
4134,16.26,85.81,2
4135,18.24,85.22,2
4136,31.24,49.13,2
4137,24.17,62.20,3
4138,30.30,74.30,2
4139,28.09,56.51,3
4140,18.80,41.79,3
4141,21.71,67.62,2
4142,34.57,58.38,2
4143,24.15,54.89,1
4144,23.58,79.76,1
4145,22.62,50.01,1
4146,32.74,74.02,3
4147,23.37,50.17,2
4148,31.76,82.14,3
4149,20.18,75.69,3
4150,31.72,83.07,2
4151,20.01,80.99,3
4152,23.06,42.43,3
4153,28.10,90.07,3
4154,25.98,43.38,2
4155,24.73,59.59,3
4156,33.80,68.22,3
4157,17.09,72.70,2
4158,18.95,91.78,2
4159,32.52,68.57,2
4160,19.75,81.01,2
4161,21.49,52.35,1
4162,33.09,44.72,1
4163,32.72,72.37,3
4164,32.57,83.12,1
4165,19.73,68.80,3
4166,16.20,65.26,3
4167,29.38,57.92,1
4168,16.93,63.39,3
4169,33.32,75.20,2
4170,18.80,82.63,3
4171,26.01,49.71,2
4172,25.12,55.53,2
4173,34.53,52.07,2
4174,26.13,55.29,2
4175,19.82,73.08,3
4176,31.12,77.05,2
4177,29.99,76.61,3
4178,19.66,76.26,1
4179,25.71,89.92,3
4180,33.06,93.06,2
4181,16.85,81.48,3
4182,26.68,56.67,2
4183,26.09,40.80,3
4184,15.37,89.87,3
4185,31.07,78.05,3
4186,29.08,40.03,2
4187,27.45,86.50,2
4188,20.83,81.45,3
4189,29.53,82.90,1
4190,31.62,43.69,3
4191,32.35,80.11,1
4192,18.69,74.06,2
4193,30.90,45.72,1
4194,32.50,90.93,2
4195,16.63,63.88,3
4196,34.38,88.23,2
4197,17.25,63.46,1
4198,20.29,48.97,2
4199,16.93,44.32,1
4200,21.11,82.58,2
4201,33.36,76.84,3
4202,25.63,45.13,3
4203,27.00,65.72,1
4204,17.67,84.35,1
4205,34.03,62.02,2
4206,17.83,61.20,3
4207,33.31,52.58,2
4208,25.02,77.15,2
4209,27.80,56.92,2
4210,27.09,61.57,1
4211,17.68,55.38,3
4212,28.31,75.82,3
4213,29.94,63.57,2
4214,33.48,46.94,3
4215,24.27,83.45,3
4216,29.90,42.24,1
4217,22.94,62.90,3
4218,24.61,84.30,2
4219,30.82,57.65,3
4220,29.29,60.28,3
4221,17.00,52.32,1
4222,30.69,94.73,3
4223,16.47,53.74,3
4224,15.14,54.15,2
4225,27.41,42.93,2
4226,20.22,88.50,3
4227,22.38,55.77,2
4228,18.34,84.44,2
4229,17.10,57.67,1
4230,30.35,86.80,1
4231,26.56,56.61,3
4232,30.76,65.69,2
4233,19.02,45.49,1
4234,25.40,86.78,1
4235,32.59,44.03,3
4236,24.22,70.61,1
4237,16.42,94.56,3
4238,17.86,77.25,1
4239,24.59,51.18,1
4240,32.22,78.70,1
4241,21.97,54.08,3
4242,23.49,56.63,1
4243,29.11,45.15,3
4244,27.70,49.09,1
4245,27.78,84.35,3
4246,32.85,44.08,1
4247,27.63,85.49,2
4248,16.44,67.12,3
4249,32.16,84.88,1
4250,33.86,78.51,3
4251,15.51,55.36,2
4252,31.38,52.79,1
4253,21.35,58.82,2
4254,27.64,74.31,2
4255,31.78,89.24,3
4256,18.90,90.43,3
4257,16.91,91.17,1
4258,23.83,56.20,1
4259,31.82,88.51,3
4260,34.15,43.50,3
4261,34.96,62.48,1
4262,28.19,49.91,3
4263,22.04,74.51,3
4264,21.13,50.79,3
4265,24.39,79.54,1
4266,17.40,79.58,2
4267,34.63,55.43,1
4268,32.12,82.93,1
4269,27.68,78.17,3
4270,27.53,42.31,1
4271,23.42,45.97,3
4272,25.69,73.51,3
4273,21.56,40.88,3
4274,32.26,84.91,3
4275,28.00,43.94,3
4276,22.26,48.47,2
4277,20.94,41.11,2
4278,33.40,59.63,2
4279,24.65,83.82,3
4280,23.85,82.33,3
4281,17.41,71.46,3
4282,18.05,94.60,1
4283,26.81,55.94,3
4284,19.17,64.25,3
4285,26.90,92.07,2
4286,33.61,58.12,1
4287,30.95,72.21,2
4288,34.33,43.38,1
4289,24.24,78.94,2
4290,34.20,53.19,2
4291,30.11,92.86,1
4292,25.06,57.90,3
4293,18.10,85.42,1
4294,22.90,80.77,2
4295,33.67,54.03,2
4296,30.55,81.09,1
4297,15.36,70.46,1
4298,27.12,69.22,3
4299,24.95,50.67,2
4300,15.43,71.02,2
4301,25.67,63.32,1
4302,26.86,55.94,1
4303,17.39,71.62,3
4304,33.81,62.24,1
4305,24.59,51.50,1
4306,28.82,73.02,2
4307,23.22,46.58,3
4308,28.14,70.67,1
4309,31.51,90.35,2
4310,28.90,63.28,1
4311,17.86,66.56,3
4312,24.25,73.46,3
4313,30.92,62.31,1
4314,29.96,78.48,2
4315,16.63,73.13,2
4316,26.02,78.37,3
4317,19.16,44.53,1
4318,22.33,65.18,1
4319,31.01,86.51,1
4320,34.49,59.72,3
4321,24.60,51.17,1
4322,30.10,94.79,2
4323,27.74,89.90,3
4324,31.56,94.09,3
4325,24.84,90.74,3
4326,24.02,69.13,2
4327,19.45,74.11,1
4328,28.36,41.46,3
4329,24.07,55.70,1
4330,32.90,86.19,2
4331,15.19,50.89,1
4332,19.03,68.81,3
4333,22.88,63.54,2
4334,16.04,87.79,2
4335,28.21,68.43,1
4336,15.80,59.55,2
4337,28.55,49.42,3
4338,31.34,78.42,3
4339,25.75,60.33,3
4340,20.24,89.87,1
4341,18.67,91.42,2
4342,34.86,87.71,3
4343,25.65,54.27,2
4344,16.56,85.74,2
4345,26.82,45.58,1
4346,24.13,61.45,1
4347,24.13,56.77,1
4348,21.77,42.98,2
4349,21.37,60.74,3
4350,32.75,46.16,1
4351,22.25,62.62,1
4352,34.73,75.88,2
4353,34.73,66.65,1
4354,27.34,47.63,3
4355,33.93,42.04,2
4356,17.95,51.42,2
4357,16.44,67.10,3
4358,26.50,79.31,2
4359,18.71,51.00,3
4360,26.99,81.54,3
4361,22.18,94.19,3
4362,17.49,89.47,1
4363,18.65,53.77,3
4364,22.90,50.45,3
4365,23.65,51.71,2
4366,32.94,91.61,3
4367,21.69,71.30,2
4368,33.05,49.73,2
4369,16.87,81.30,3
4370,31.11,59.55,3
4371,18.89,75.07,3
4372,26.65,45.92,1
4373,24.88,80.90,3
4374,23.46,80.78,1
4375,32.66,91.53,1
4376,16.21,61.15,1
4377,15.12,92.09,1
4378,20.97,76.14,3
4379,16.52,72.77,2
4380,16.92,68.08,2
4381,27.91,86.03,2
4382,33.40,93.40,3
4383,26.59,74.10,3
4384,30.45,81.46,2
4385,23.05,43.74,1
4386,25.60,45.27,2
4387,19.19,67.86,2
4388,16.47,72.52,3
4389,31.99,92.15,1
4390,26.09,40.11,2
4391,17.77,63.74,1
4392,26.64,43.82,2
4393,20.56,92.92,2
4394,30.59,59.61,1
4395,17.52,85.34,3
4396,21.96,57.73,2
4397,22.09,47.26,3
4398,15.55,76.44,2
4399,20.13,89.38,3
4400,32.29,90.14,1
4401,28.69,85.26,2
4402,19.13,54.05,1
4403,23.67,44.89,2
4404,15.69,93.59,2
4405,33.43,79.66,1
4406,16.12,60.49,1
4407,19.52,77.93,3
4408,25.79,92.53,2
4409,32.18,62.00,3
4410,25.43,43.44,1
4411,25.04,40.50,1
4412,26.50,93.28,3
4413,26.19,67.81,2
4414,15.62,41.65,1
4415,29.85,89.28,1
4416,29.66,80.38,3
4417,23.87,77.85,1
4418,28.54,50.40,2
4419,21.41,94.72,3
4420,24.12,83.21,2
4421,32.72,63.23,1
4422,19.77,79.45,3
4423,33.23,78.61,3
4424,31.22,52.36,1
4425,32.87,50.57,3
4426,20.30,60.36,2
4427,15.69,88.05,3
4428,34.66,45.10,3
4429,19.93,60.31,2
4430,15.95,70.75,2
4431,18.53,73.97,1
4432,29.40,49.97,3
4433,30.19,68.20,1
4434,21.47,72.77,1
4435,29.98,48.94,2
4436,26.37,48.22,1
4437,31.46,48.92,2
4438,26.15,65.56,2
4439,30.46,45.84,2
4440,30.95,69.59,2
4441,29.87,45.59,1
4442,21.05,62.34,3
4443,18.38,91.81,1
4444,34.52,91.69,3
4445,26.53,61.15,3
4446,15.43,88.92,1
4447,24.74,73.65,3
4448,24.53,50.29,2
4449,18.10,87.58,2
4450,22.71,88.91,3
4451,29.20,43.74,1
4452,24.24,69.14,1
4453,32.58,53.77,2
4454,34.06,62.85,1
4455,16.64,81.72,3
4456,21.17,84.69,2
4457,27.38,93.59,3
4458,17.04,88.51,2
4459,18.26,80.20,1
4460,26.75,90.49,1
4461,30.73,41.73,2
4462,22.62,57.42,2
4463,26.76,58.07,3
4464,23.14,81.87,1
4465,22.30,53.69,3
4466,26.72,44.87,2
4467,21.31,91.99,1
4468,29.84,62.93,1
4469,29.83,77.82,2
4470,15.26,72.03,3
4471,22.38,80.06,3
4472,21.61,84.38,1
4473,28.60,44.88,3
4474,18.84,90.64,2
4475,15.80,51.16,3
4476,32.88,60.11,1
4477,19.52,64.78,2
4478,17.43,94.45,1
4479,34.03,40.41,3
4480,28.08,54.95,3
4481,30.34,68.28,3
4482,31.64,84.69,2
4483,22.31,75.89,3
4484,21.19,57.63,3
4485,29.11,91.82,3
4486,27.00,92.54,3
4487,17.68,65.99,2
4488,16.86,52.13,2
4489,33.52,79.42,1
4490,32.08,75.87,1
4491,29.89,59.62,3
4492,30.82,69.01,2
4493,16.33,78.95,3
4494,32.50,82.46,2
4495,34.69,91.68,3
4496,24.81,50.92,2
4497,33.16,65.00,1
4498,33.10,47.91,3
4499,25.90,71.66,3
4500,26.92,71.54,3
4501,33.80,46.09,3
4502,21.62,87.22,1
4503,30.20,76.40,1
4504,31.47,40.68,3
4505,21.68,93.28,2
4506,23.73,60.62,1
4507,17.40,74.48,1
4508,22.20,54.24,1
4509,28.65,69.99,1
4510,26.40,58.51,3
4511,33.64,40.67,1
4512,29.08,84.66,2
4513,32.95,43.08,3
4514,29.98,42.73,1
4515,29.38,41.29,3
4516,18.14,66.64,2
4517,34.21,77.57,1
4518,16.86,66.94,3
4519,19.94,83.88,2
4520,22.96,53.02,3
4521,30.90,78.62,1
4522,15.32,63.02,3
4523,19.73,73.27,1
4524,25.85,90.28,3
4525,17.56,58.85,2
4526,32.76,52.88,3
4527,31.34,79.86,3
4528,24.95,71.36,3
4529,27.49,59.37,3
4530,22.02,66.44,1
4531,15.61,64.25,1
4532,26.45,80.24,2
4533,24.17,68.65,2
4534,31.50,73.47,1
4535,23.38,94.32,2
4536,20.59,69.33,3
4537,27.50,82.57,2
4538,17.58,49.58,2
4539,30.30,58.52,1
4540,22.50,75.32,1
4541,22.78,42.52,2
4542,25.82,77.69,2
4543,22.36,62.24,1
4544,16.57,60.10,2
4545,24.90,45.73,2
4546,29.34,55.96,1
4547,25.30,89.88,3
4548,21.71,65.67,3
4549,33.02,40.44,1
4550,33.95,42.64,2
4551,34.90,49.07,2
4552,29.25,62.21,2
4553,28.81,92.79,1
4554,34.17,85.39,1
4555,29.72,74.32,3
4556,20.43,49.04,1
4557,26.80,70.72,1
4558,24.52,78.15,3
4559,33.16,66.34,3
4560,17.49,83.44,1
4561,25.30,90.81,3
4562,15.02,71.79,1
4563,28.53,66.85,3
4564,17.50,58.98,3
4565,26.04,46.75,1
4566,21.32,43.49,1
4567,17.39,46.05,2
4568,15.61,46.44,3
4569,30.01,94.33,3
4570,24.76,59.28,1
4571,26.83,91.68,3
4572,18.62,88.06,2
4573,25.29,83.64,3
4574,27.39,70.40,3
4575,23.43,81.40,1
4576,17.33,65.82,2
4577,22.96,88.63,2
4578,26.92,57.88,2
4579,28.95,46.29,2
4580,33.43,63.46,3
4581,27.94,48.14,1
4582,28.22,83.23,2
4583,20.04,84.74,1
4584,22.22,79.59,1
4585,32.69,75.06,3
4586,29.20,52.87,3
4587,15.01,83.30,2
4588,34.30,70.18,2
4589,20.69,58.73,2
4590,28.96,58.36,1
4591,23.55,79.37,3
4592,27.84,40.09,2
4593,17.08,68.72,2
4594,16.30,44.22,3
4595,27.23,62.17,3
4596,25.53,73.92,3
4597,31.67,77.97,1
4598,16.42,64.24,1
4599,28.09,66.19,3
4600,29.55,85.69,3
4601,28.48,85.82,2
4602,31.64,66.37,1
4603,21.32,83.60,1
4604,33.40,94.83,1
4605,25.57,59.72,3
4606,25.31,43.69,3
4607,20.32,66.24,2
4608,29.24,74.48,2
4609,22.23,61.05,2
4610,20.95,46.71,3
4611,15.74,59.70,3
4612,27.63,60.13,2
4613,26.43,89.30,3
4614,21.38,85.35,2
4615,16.43,43.74,1
4616,26.03,56.28,1
4617,16.79,82.97,2
4618,16.61,40.38,2
4619,15.12,41.24,2
4620,22.27,86.99,2
